SessionID,UserID,Timestamp,PageType,DeviceType,Country,ReferralSource,TimeOnPage_seconds,ItemsInCart,Purchased
session_434,user_1594,2025-08-27 16:38:38,cart,Desktop,Canada,Social Media,150,0,0
session_435,user_2857,2025-06-23 12:41:20,home,Desktop,India,Direct,132,0,1
session_435,user_2857,2025-06-23 12:42:54,product_page,Desktop,India,Direct,94,0,1
session_435,user_2857,2025-06-23 12:45:04,cart,Desktop,India,Direct,130,3,1
session_435,user_2857,2025-06-23 12:45:34,checkout,Desktop,India,Direct,30,3,1
session_435,user_2857,2025-06-23 12:47:40,confirmation,Desktop,India,Direct,126,0,1
session_436,user_1189,2025-07-21 05:38:04,home,Mobile,USA,Google,160,0,1
session_436,user_1189,2025-07-21 05:40:36,product_page,Mobile,USA,Google,152,0,1
session_436,user_1189,2025-07-21 05:41:18,cart,Mobile,USA,Google,42,0,1
session_436,user_1189,2025-07-21 05:43:39,checkout,Mobile,USA,Google,141,1,1
session_436,user_1189,2025-07-21 05:43:59,confirmation,Mobile,USA,Google,20,0,1
session_437,user_1556,2025-02-02 00:07:12,home,Desktop,France,Email,116,0,0
session_437,user_1556,2025-02-02 00:07:53,product_page,Desktop,France,Email,41,0,0
session_438,user_2726,2025-06-13 23:35:37,home,Mobile,USA,Direct,128,0,1
session_438,user_2726,2025-06-13 23:36:46,product_page,Mobile,USA,Direct,69,0,1
session_438,user_2726,2025-06-13 23:37:42,cart,Mobile,USA,Direct,56,5,1
session_438,user_2726,2025-06-13 23:39:34,checkout,Mobile,USA,Direct,112,5,1
session_438,user_2726,2025-06-13 23:40:33,confirmation,Mobile,USA,Direct,59,0,1
session_439,user_1741,2025-07-21 08:33:15,home,Tablet,UK,Google,138,0,0
session_439,user_1741,2025-07-21 08:35:52,product_page,Tablet,UK,Google,157,3,0
session_440,user_2749,2025-08-14 04:24:35,home,Desktop,Germany,Social Media,144,0,0
session_440,user_2749,2025-08-14 04:26:31,product_page,Desktop,Germany,Social Media,116,5,0
session_440,user_2749,2025-08-14 04:28:47,cart,Desktop,Germany,Social Media,136,5,0
session_440,user_2749,2025-08-14 04:31:06,checkout,Desktop,Germany,Social Media,139,5,0
session_441,user_1762,2025-01-01 15:11:19,home,Mobile,India,Email,62,0,0
session_441,user_1762,2025-01-01 15:13:15,product_page,Mobile,India,Email,116,4,0
session_442,user_1448,2025-01-02 22:20:20,home,Desktop,Canada,Social Media,54,0,0
session_442,user_1448,2025-01-02 22:20:56,product_page,Desktop,Canada,Social Media,36,0,0
session_443,user_1558,2025-07-07 06:32:38,home,Tablet,Canada,Email,24,0,0
session_443,user_1558,2025-07-07 06:34:17,product_page,Tablet,Canada,Email,99,0,0
session_444,user_2561,2025-01-25 02:34:04,home,Desktop,USA,Social Media,122,0,0
session_445,user_2485,2025-07-30 06:14:48,home,Mobile,France,Social Media,38,0,0
session_445,user_2485,2025-07-30 06:16:18,product_page,Mobile,France,Social Media,90,0,0
session_446,user_2314,2025-03-03 04:58:17,home,Desktop,USA,Google,147,0,1
session_446,user_2314,2025-03-03 04:59:46,product_page,Desktop,USA,Google,89,5,1
session_446,user_2314,2025-03-03 05:00:42,cart,Desktop,USA,Google,56,5,1
session_446,user_2314,2025-03-03 05:02:14,checkout,Desktop,USA,Google,92,5,1
session_446,user_2314,2025-03-03 05:05:14,confirmation,Desktop,USA,Google,180,0,1
session_447,user_2512,2025-02-25 18:08:57,home,Mobile,USA,Direct,163,0,0
session_447,user_2512,2025-02-25 18:11:35,product_page,Mobile,USA,Direct,158,1,0
session_448,user_2697,2025-05-19 15:22:59,home,Tablet,France,Social Media,118,0,0
session_449,user_2278,2025-06-01 12:46:33,home,Desktop,USA,Google,165,0,1
session_449,user_2278,2025-06-01 12:48:40,product_page,Desktop,USA,Google,127,4,1
session_449,user_2278,2025-06-01 12:49:43,cart,Desktop,USA,Google,63,4,1
session_449,user_2278,2025-06-01 12:52:19,checkout,Desktop,USA,Google,156,4,1
session_449,user_2278,2025-06-01 12:52:43,confirmation,Desktop,USA,Google,24,0,1
session_450,user_2982,2025-07-31 09:17:21,home,Tablet,UK,Email,156,0,1
session_450,user_2982,2025-07-31 09:19:07,product_page,Tablet,UK,Email,106,0,1
session_450,user_2982,2025-07-31 09:19:29,cart,Tablet,UK,Email,22,0,1
session_450,user_2982,2025-07-31 09:21:48,checkout,Tablet,UK,Email,139,3,1
session_450,user_2982,2025-07-31 09:22:19,confirmation,Tablet,UK,Email,31,0,1
session_451,user_1451,2025-08-14 09:16:48,home,Mobile,India,Google,34,0,1
session_451,user_1451,2025-08-14 09:18:18,product_page,Mobile,India,Google,90,0,1
session_451,user_1451,2025-08-14 09:19:36,cart,Mobile,India,Google,78,0,1
session_451,user_1451,2025-08-14 09:20:52,checkout,Mobile,India,Google,76,3,1
session_451,user_1451,2025-08-14 09:23:17,confirmation,Mobile,India,Google,145,0,1
session_452,user_2295,2025-02-09 08:24:42,home,Tablet,France,Social Media,87,0,1
session_452,user_2295,2025-02-09 08:26:20,product_page,Tablet,France,Social Media,98,2,1
session_452,user_2295,2025-02-09 08:27:49,cart,Tablet,France,Social Media,89,2,1
session_452,user_2295,2025-02-09 08:28:29,checkout,Tablet,France,Social Media,40,2,1
session_452,user_2295,2025-02-09 08:29:36,confirmation,Tablet,France,Social Media,67,0,1
session_453,user_2004,2025-07-31 11:48:14,home,Tablet,France,Email,21,0,0
session_453,user_2004,2025-07-31 11:49:06,product_page,Tablet,France,Email,52,1,0
session_454,user_1298,2025-07-29 06:53:27,home,Mobile,Canada,Email,78,0,0
session_454,user_1298,2025-07-29 06:53:48,product_page,Mobile,Canada,Email,21,0,0
session_455,user_2743,2025-07-28 15:30:04,home,Mobile,Germany,Social Media,56,0,0
session_456,user_2299,2025-04-15 09:40:21,home,Mobile,Germany,Google,31,0,0
session_456,user_2299,2025-04-15 09:41:15,product_page,Mobile,Germany,Google,54,1,0
session_457,user_2410,2025-06-10 15:44:40,home,Desktop,Australia,Social Media,158,0,1
session_457,user_2410,2025-06-10 15:45:15,product_page,Desktop,Australia,Social Media,35,2,1
session_457,user_2410,2025-06-10 15:47:53,cart,Desktop,Australia,Social Media,158,2,1
session_457,user_2410,2025-06-10 15:48:51,checkout,Desktop,Australia,Social Media,58,2,1
session_457,user_2410,2025-06-10 15:51:08,confirmation,Desktop,Australia,Social Media,137,0,1
session_458,user_1729,2025-03-07 14:40:24,home,Desktop,Germany,Direct,90,0,0
session_458,user_1729,2025-03-07 14:41:03,product_page,Desktop,Germany,Direct,39,0,0
session_459,user_2133,2025-01-29 10:38:41,home,Desktop,Australia,Social Media,111,0,0
session_460,user_2020,2025-05-22 08:34:04,home,Mobile,France,Email,152,0,0
session_461,user_1927,2025-07-07 19:30:10,home,Mobile,UK,Google,21,0,0
session_461,user_1927,2025-07-07 19:31:50,product_page,Mobile,UK,Google,100,1,0
session_462,user_1123,2025-04-02 14:21:55,home,Desktop,India,Google,134,0,0
session_462,user_1123,2025-04-02 14:24:12,product_page,Desktop,India,Google,137,0,0
session_463,user_1227,2025-01-10 14:02:53,home,Tablet,India,Direct,110,0,1
session_463,user_1227,2025-01-10 14:04:03,product_page,Tablet,India,Direct,70,5,1
session_463,user_1227,2025-01-10 14:05:21,cart,Tablet,India,Direct,78,5,1
session_463,user_1227,2025-01-10 14:06:07,checkout,Tablet,India,Direct,46,5,1
session_463,user_1227,2025-01-10 14:08:20,confirmation,Tablet,India,Direct,133,0,1
session_464,user_1141,2025-06-29 11:53:18,home,Desktop,Australia,Social Media,67,0,0
session_465,user_2302,2025-04-04 19:37:07,home,Tablet,Australia,Direct,44,0,0
session_466,user_1396,2025-01-27 20:23:46,home,Desktop,France,Direct,154,0,0
session_466,user_1396,2025-01-27 20:25:57,product_page,Desktop,France,Direct,131,0,0
session_467,user_1589,2025-01-20 04:10:17,home,Desktop,France,Social Media,75,0,0
session_467,user_1589,2025-01-20 04:13:02,product_page,Desktop,France,Social Media,165,3,0
session_468,user_1022,2025-06-24 13:01:10,home,Tablet,USA,Email,150,0,0
session_469,user_1433,2025-02-23 23:37:27,home,Tablet,UK,Email,151,0,0
session_469,user_1433,2025-02-23 23:38:34,product_page,Tablet,UK,Email,67,2,0
session_470,user_2343,2025-04-02 17:30:48,home,Desktop,Germany,Direct,80,0,1
session_470,user_2343,2025-04-02 17:31:42,product_page,Desktop,Germany,Direct,54,2,1
session_470,user_2343,2025-04-02 17:33:20,cart,Desktop,Germany,Direct,98,2,1
session_470,user_2343,2025-04-02 17:34:09,checkout,Desktop,Germany,Direct,49,2,1
session_470,user_2343,2025-04-02 17:34:37,confirmation,Desktop,Germany,Direct,28,0,1
session_471,user_2880,2025-03-16 16:21:32,home,Desktop,USA,Google,176,0,0
session_471,user_2880,2025-03-16 16:24:29,product_page,Desktop,USA,Google,177,5,0
session_472,user_1355,2025-05-01 07:04:36,home,Tablet,Canada,Social Media,126,0,1
session_472,user_1355,2025-05-01 07:04:54,product_page,Tablet,Canada,Social Media,18,0,1
session_472,user_1355,2025-05-01 07:06:40,cart,Tablet,Canada,Social Media,106,5,1
session_472,user_1355,2025-05-01 07:09:10,checkout,Tablet,Canada,Social Media,150,5,1
session_472,user_1355,2025-05-01 07:10:39,confirmation,Tablet,Canada,Social Media,89,0,1
session_473,user_1362,2025-04-05 05:38:29,home,Tablet,India,Direct,152,0,0
session_473,user_1362,2025-04-05 05:39:49,product_page,Tablet,India,Direct,80,4,0
session_473,user_1362,2025-04-05 05:41:35,cart,Tablet,India,Direct,106,4,0
session_474,user_1345,2025-06-07 16:54:02,home,Tablet,Australia,Direct,173,0,0
session_474,user_1345,2025-06-07 16:54:20,product_page,Tablet,Australia,Direct,18,0,0
session_474,user_1345,2025-06-07 16:54:51,cart,Tablet,Australia,Direct,31,0,0
session_475,user_1818,2025-06-27 11:47:15,home,Mobile,UK,Google,89,0,0
session_475,user_1818,2025-06-27 11:48:59,product_page,Mobile,UK,Google,104,4,0
session_476,user_2291,2025-06-27 03:50:49,home,Tablet,India,Social Media,159,0,0
session_477,user_2278,2025-06-24 10:47:45,home,Tablet,Australia,Direct,117,0,0
session_477,user_2278,2025-06-24 10:50:39,product_page,Tablet,Australia,Direct,174,0,0
session_477,user_2278,2025-06-24 10:51:39,cart,Tablet,Australia,Direct,60,1,0
session_478,user_1611,2025-01-23 19:12:35,home,Desktop,Australia,Social Media,170,0,0
session_478,user_1611,2025-01-23 19:15:22,product_page,Desktop,Australia,Social Media,167,5,0
session_479,user_1737,2025-08-12 03:30:00,home,Desktop,UK,Direct,66,0,0
session_479,user_1737,2025-08-12 03:32:06,product_page,Desktop,UK,Direct,126,1,0
session_480,user_1589,2025-07-16 18:50:41,home,Desktop,Australia,Email,127,0,0
session_480,user_1589,2025-07-16 18:53:01,product_page,Desktop,Australia,Email,140,1,0
session_481,user_1622,2025-02-25 08:37:39,home,Desktop,France,Google,74,0,0
session_482,user_1819,2025-08-11 22:33:17,home,Desktop,UK,Social Media,39,0,0
session_482,user_1819,2025-08-11 22:34:02,product_page,Desktop,UK,Social Media,45,0,0
session_482,user_1819,2025-08-11 22:34:46,cart,Desktop,UK,Social Media,44,0,0
session_482,user_1819,2025-08-11 22:36:56,checkout,Desktop,UK,Social Media,130,1,0
session_483,user_1052,2025-01-29 19:15:58,home,Tablet,UK,Google,115,0,0
session_484,user_1922,2025-07-10 15:11:30,home,Mobile,Germany,Google,123,0,1
session_484,user_1922,2025-07-10 15:12:37,product_page,Mobile,Germany,Google,67,2,1
session_484,user_1922,2025-07-10 15:14:57,cart,Mobile,Germany,Google,140,2,1
session_484,user_1922,2025-07-10 15:17:49,checkout,Mobile,Germany,Google,172,2,1
session_484,user_1922,2025-07-10 15:20:16,confirmation,Mobile,Germany,Google,147,0,1
session_485,user_1933,2025-01-19 09:57:00,home,Mobile,UK,Direct,152,0,0
session_486,user_2817,2025-01-14 15:20:10,home,Desktop,UK,Direct,165,0,0
session_486,user_2817,2025-01-14 15:22:06,product_page,Desktop,UK,Direct,116,0,0
session_487,user_1139,2025-04-11 04:22:55,home,Tablet,Australia,Direct,174,0,0
session_488,user_2165,2025-01-12 01:02:04,home,Desktop,Germany,Social Media,138,0,1
session_488,user_2165,2025-01-12 01:03:14,product_page,Desktop,Germany,Social Media,70,0,1
session_488,user_2165,2025-01-12 01:04:58,cart,Desktop,Germany,Social Media,104,1,1
session_488,user_2165,2025-01-12 01:05:53,checkout,Desktop,Germany,Social Media,55,1,1
session_488,user_2165,2025-01-12 01:06:49,confirmation,Desktop,Germany,Social Media,56,0,1
session_489,user_2040,2025-07-09 08:29:12,home,Tablet,USA,Direct,85,0,0
session_489,user_2040,2025-07-09 08:31:24,product_page,Tablet,USA,Direct,132,4,0
session_490,user_2020,2025-05-28 13:29:31,home,Mobile,Canada,Direct,137,0,0
session_490,user_2020,2025-05-28 13:31:58,product_page,Mobile,Canada,Direct,147,3,0
session_490,user_2020,2025-05-28 13:32:26,cart,Mobile,Canada,Direct,28,3,0
session_491,user_2812,2025-01-19 16:14:55,home,Mobile,Canada,Email,31,0,0
session_491,user_2812,2025-01-19 16:16:04,product_page,Mobile,Canada,Email,69,4,0
session_492,user_1914,2025-04-21 09:10:28,home,Mobile,USA,Google,118,0,0
session_492,user_1914,2025-04-21 09:12:15,product_page,Mobile,USA,Google,107,0,0
session_493,user_2697,2025-07-24 23:47:37,home,Tablet,UK,Email,58,0,0
session_493,user_2697,2025-07-24 23:50:22,product_page,Tablet,UK,Email,165,0,0
session_494,user_2188,2025-08-03 13:49:07,home,Desktop,Canada,Google,23,0,0
session_494,user_2188,2025-08-03 13:51:48,product_page,Desktop,Canada,Google,161,0,0
session_495,user_1555,2025-03-25 15:39:19,home,Desktop,UK,Google,180,0,0
session_495,user_1555,2025-03-25 15:40:09,product_page,Desktop,UK,Google,50,2,0
session_496,user_2939,2025-03-08 23:23:20,home,Tablet,Australia,Social Media,33,0,0
session_496,user_2939,2025-03-08 23:24:02,product_page,Tablet,Australia,Social Media,42,0,0
session_497,user_1646,2025-03-16 10:10:52,home,Tablet,France,Email,155,0,0
session_498,user_2825,2025-02-03 13:00:56,home,Tablet,Australia,Google,177,0,0
session_498,user_2825,2025-02-03 13:01:11,product_page,Tablet,Australia,Google,15,0,0
session_499,user_2282,2025-03-27 11:15:06,home,Tablet,France,Google,35,0,0
session_499,user_2282,2025-03-27 11:17:34,product_page,Tablet,France,Google,148,1,0
session_500,user_1644,2025-05-02 15:05:06,home,Desktop,India,Email,30,0,0
session_501,user_2327,2025-03-12 11:45:11,home,Desktop,Australia,Google,122,0,0
session_501,user_2327,2025-03-12 11:48:03,product_page,Desktop,Australia,Google,172,1,0
session_502,user_1692,2025-04-05 01:30:35,home,Desktop,Germany,Social Media,116,0,0
session_502,user_1692,2025-04-05 01:31:16,product_page,Desktop,Germany,Social Media,41,3,0
session_503,user_1362,2025-02-26 23:13:33,home,Desktop,Australia,Email,127,0,0
session_503,user_1362,2025-02-26 23:15:37,product_page,Desktop,Australia,Email,124,5,0
session_504,user_2831,2025-08-06 02:02:42,home,Tablet,USA,Google,23,0,0
session_504,user_2831,2025-08-06 02:04:07,product_page,Tablet,USA,Google,85,3,0
session_505,user_2471,2025-04-05 17:18:38,home,Tablet,Canada,Social Media,71,0,0
session_505,user_2471,2025-04-05 17:19:02,product_page,Tablet,Canada,Social Media,24,5,0
session_506,user_1222,2025-03-13 19:53:13,home,Desktop,Germany,Social Media,73,0,0
session_507,user_2426,2025-03-11 10:22:08,home,Desktop,UK,Direct,136,0,0
session_507,user_2426,2025-03-11 10:22:55,product_page,Desktop,UK,Direct,47,0,0
session_508,user_1363,2025-03-14 17:47:04,home,Mobile,Germany,Google,179,0,1
session_508,user_1363,2025-03-14 17:49:01,product_page,Mobile,Germany,Google,117,2,1
session_508,user_1363,2025-03-14 17:51:56,cart,Mobile,Germany,Google,175,2,1
session_508,user_1363,2025-03-14 17:53:54,checkout,Mobile,Germany,Google,118,2,1
session_508,user_1363,2025-03-14 17:55:12,confirmation,Mobile,Germany,Google,78,0,1
session_509,user_1424,2025-02-01 15:17:58,home,Tablet,Canada,Email,82,0,0
session_510,user_2442,2025-05-24 06:11:55,home,Desktop,Australia,Direct,64,0,0
session_510,user_2442,2025-05-24 06:12:44,product_page,Desktop,Australia,Direct,49,1,0
session_511,user_1721,2025-07-28 15:33:21,home,Desktop,Canada,Email,54,0,0
session_511,user_1721,2025-07-28 15:33:37,product_page,Desktop,Canada,Email,16,0,0
session_512,user_2522,2025-08-24 04:09:00,home,Tablet,France,Direct,114,0,0
session_512,user_2522,2025-08-24 04:09:32,product_page,Tablet,France,Direct,32,0,0
session_513,user_1422,2025-03-10 19:47:10,home,Mobile,Australia,Direct,101,0,0
session_513,user_1422,2025-03-10 19:49:39,product_page,Mobile,Australia,Direct,149,4,0
session_514,user_2866,2025-01-07 23:33:35,home,Mobile,Canada,Google,85,0,0
session_515,user_2231,2025-04-21 18:34:14,home,Desktop,UK,Social Media,154,0,0
session_515,user_2231,2025-04-21 18:35:59,product_page,Desktop,UK,Social Media,105,0,0
session_516,user_1436,2025-05-16 23:44:20,home,Desktop,France,Social Media,104,0,0
session_516,user_1436,2025-05-16 23:46:45,product_page,Desktop,France,Social Media,145,0,0
session_517,user_2202,2025-06-13 03:46:38,home,Desktop,Australia,Email,16,0,0
session_518,user_2394,2025-06-09 13:56:03,home,Desktop,Canada,Social Media,150,0,0
session_518,user_2394,2025-06-09 13:57:06,product_page,Desktop,Canada,Social Media,63,0,0
session_519,user_1161,2025-03-07 07:52:58,home,Desktop,Germany,Google,127,0,1
session_519,user_1161,2025-03-07 07:53:34,product_page,Desktop,Germany,Google,36,1,1
session_519,user_1161,2025-03-07 07:56:19,cart,Desktop,Germany,Google,165,1,1
session_519,user_1161,2025-03-07 07:57:53,checkout,Desktop,Germany,Google,94,1,1
session_519,user_1161,2025-03-07 07:58:19,confirmation,Desktop,Germany,Google,26,0,1
session_520,user_1469,2025-07-30 09:18:20,home,Tablet,India,Direct,41,0,0
session_521,user_1815,2025-01-14 04:27:11,home,Desktop,Germany,Email,153,0,0
session_521,user_1815,2025-01-14 04:28:31,product_page,Desktop,Germany,Email,80,0,0
session_521,user_1815,2025-01-14 04:30:14,cart,Desktop,Germany,Email,103,0,0
session_522,user_2538,2025-01-25 20:47:05,home,Tablet,Canada,Email,96,0,0
session_523,user_2326,2025-06-13 06:36:51,home,Tablet,France,Social Media,75,0,0
session_523,user_2326,2025-06-13 06:37:54,product_page,Tablet,France,Social Media,63,0,0
session_524,user_1135,2025-05-28 15:04:06,home,Tablet,India,Email,102,0,0
session_524,user_1135,2025-05-28 15:04:54,product_page,Tablet,India,Email,48,5,0
session_525,user_2958,2025-07-01 18:00:23,home,Mobile,Canada,Email,130,0,0
session_525,user_2958,2025-07-01 18:02:00,product_page,Mobile,Canada,Email,97,0,0
session_526,user_2235,2025-06-14 15:42:15,home,Tablet,USA,Google,127,0,0
session_526,user_2235,2025-06-14 15:42:54,product_page,Tablet,USA,Google,39,4,0
session_527,user_1864,2025-01-01 12:51:56,home,Tablet,UK,Google,75,0,0
session_527,user_1864,2025-01-01 12:53:10,product_page,Tablet,UK,Google,74,4,0
session_528,user_2100,2025-07-24 09:39:44,home,Desktop,Germany,Social Media,30,0,0
session_528,user_2100,2025-07-24 09:42:19,product_page,Desktop,Germany,Social Media,155,0,0
session_529,user_1480,2025-01-05 04:09:50,home,Tablet,India,Direct,85,0,0
session_530,user_2415,2025-08-09 21:35:17,home,Mobile,Canada,Google,142,0,1
session_530,user_2415,2025-08-09 21:37:56,product_page,Mobile,Canada,Google,159,0,1
session_530,user_2415,2025-08-09 21:39:34,cart,Mobile,Canada,Google,98,0,1
session_530,user_2415,2025-08-09 21:41:06,checkout,Mobile,Canada,Google,92,1,1
session_530,user_2415,2025-08-09 21:43:04,confirmation,Mobile,Canada,Google,118,0,1
session_531,user_1796,2025-02-17 21:19:11,home,Desktop,USA,Google,164,0,0
session_531,user_1796,2025-02-17 21:21:23,product_page,Desktop,USA,Google,132,2,0
session_532,user_2026,2025-04-26 11:56:50,home,Tablet,UK,Email,68,0,0
session_533,user_2736,2025-03-28 22:23:06,home,Mobile,Canada,Google,56,0,0
session_533,user_2736,2025-03-28 22:24:06,product_page,Mobile,Canada,Google,60,4,0
session_534,user_2801,2025-01-07 12:35:31,home,Desktop,USA,Direct,47,0,0
session_534,user_2801,2025-01-07 12:38:25,product_page,Desktop,USA,Direct,174,1,0
session_534,user_2801,2025-01-07 12:40:52,cart,Desktop,USA,Direct,147,1,0
session_535,user_2198,2025-02-04 11:13:56,home,Mobile,USA,Social Media,85,0,1
session_535,user_2198,2025-02-04 11:16:23,product_page,Mobile,USA,Social Media,147,2,1
session_535,user_2198,2025-02-04 11:17:34,cart,Mobile,USA,Social Media,71,2,1
session_535,user_2198,2025-02-04 11:20:09,checkout,Mobile,USA,Social Media,155,2,1
session_535,user_2198,2025-02-04 11:22:40,confirmation,Mobile,USA,Social Media,151,0,1
session_536,user_1651,2025-03-12 13:16:12,home,Desktop,India,Google,173,0,0
session_537,user_2948,2025-08-19 14:00:52,home,Desktop,Canada,Google,121,0,0
session_537,user_2948,2025-08-19 14:02:48,product_page,Desktop,Canada,Google,116,1,0
session_538,user_1113,2025-04-05 13:04:10,home,Desktop,UK,Social Media,63,0,0
session_539,user_2246,2025-06-21 11:29:46,home,Desktop,India,Google,121,0,0
session_539,user_2246,2025-06-21 11:32:24,product_page,Desktop,India,Google,158,0,0
session_540,user_2340,2025-07-13 23:14:07,home,Tablet,Australia,Direct,118,0,0
session_540,user_2340,2025-07-13 23:16:05,product_page,Tablet,Australia,Direct,118,3,0
session_541,user_1661,2025-07-29 04:15:25,home,Desktop,Germany,Google,133,0,0
session_541,user_1661,2025-07-29 04:16:08,product_page,Desktop,Germany,Google,43,4,0
session_542,user_1561,2025-02-15 11:50:36,home,Tablet,UK,Social Media,20,0,0
session_542,user_1561,2025-02-15 11:51:43,product_page,Tablet,UK,Social Media,67,0,0
session_543,user_1672,2025-05-16 02:43:58,home,Tablet,India,Social Media,116,0,1
session_543,user_1672,2025-05-16 02:44:36,product_page,Tablet,India,Social Media,38,5,1
session_543,user_1672,2025-05-16 02:45:58,cart,Tablet,India,Social Media,82,5,1
session_543,user_1672,2025-05-16 02:47:26,checkout,Tablet,India,Social Media,88,5,1
session_543,user_1672,2025-05-16 02:49:28,confirmation,Tablet,India,Social Media,122,0,1
session_544,user_1353,2025-07-01 12:49:06,home,Tablet,France,Direct,137,0,0
session_545,user_1573,2025-01-24 13:48:49,home,Mobile,Australia,Google,131,0,0
session_545,user_1573,2025-01-24 13:51:19,product_page,Mobile,Australia,Google,150,0,0
session_546,user_1859,2025-05-14 03:03:56,home,Mobile,Germany,Email,149,0,0
session_546,user_1859,2025-05-14 03:06:06,product_page,Mobile,Germany,Email,130,2,0
session_547,user_2786,2025-02-12 17:24:20,home,Tablet,Australia,Direct,170,0,0
session_547,user_2786,2025-02-12 17:25:06,product_page,Tablet,Australia,Direct,46,3,0
session_548,user_2581,2025-05-05 04:49:05,home,Mobile,Canada,Social Media,162,0,1
session_548,user_2581,2025-05-05 04:50:54,product_page,Mobile,Canada,Social Media,109,5,1
session_548,user_2581,2025-05-05 04:53:37,cart,Mobile,Canada,Social Media,163,5,1
session_548,user_2581,2025-05-05 04:54:03,checkout,Mobile,Canada,Social Media,26,5,1
session_548,user_2581,2025-05-05 04:56:30,confirmation,Mobile,Canada,Social Media,147,0,1
session_549,user_1733,2025-08-13 21:59:36,home,Desktop,Canada,Direct,119,0,0
session_549,user_1733,2025-08-13 22:02:14,product_page,Desktop,Canada,Direct,158,3,0
session_550,user_1960,2025-03-25 17:40:23,home,Tablet,India,Social Media,126,0,0
session_550,user_1960,2025-03-25 17:42:51,product_page,Tablet,India,Social Media,148,1,0
session_550,user_1960,2025-03-25 17:44:04,cart,Tablet,India,Social Media,73,1,0
session_551,user_1364,2025-01-23 13:38:32,home,Tablet,France,Email,68,0,0
session_551,user_1364,2025-01-23 13:41:12,product_page,Tablet,France,Email,160,2,0
session_552,user_2374,2025-05-04 01:13:33,home,Tablet,Canada,Google,163,0,0
session_552,user_2374,2025-05-04 01:14:48,product_page,Tablet,Canada,Google,75,0,0
session_552,user_2374,2025-05-04 01:16:04,cart,Tablet,Canada,Google,76,3,0
session_553,user_2324,2025-06-30 18:52:54,home,Tablet,Canada,Direct,137,0,0
session_554,user_2220,2025-08-22 02:26:53,home,Desktop,UK,Google,37,0,1
session_554,user_2220,2025-08-22 02:28:01,product_page,Desktop,UK,Google,68,0,1
session_554,user_2220,2025-08-22 02:29:35,cart,Desktop,UK,Google,94,5,1
session_554,user_2220,2025-08-22 02:30:56,checkout,Desktop,UK,Google,81,5,1
session_554,user_2220,2025-08-22 02:32:10,confirmation,Desktop,UK,Google,74,0,1
session_555,user_2298,2025-08-18 11:58:38,home,Tablet,UK,Direct,144,0,0
session_555,user_2298,2025-08-18 12:01:27,product_page,Tablet,UK,Direct,169,2,0
session_556,user_2821,2025-05-26 03:35:38,home,Mobile,USA,Social Media,102,0,1
session_556,user_2821,2025-05-26 03:37:02,product_page,Mobile,USA,Social Media,84,0,1
session_556,user_2821,2025-05-26 03:37:42,cart,Mobile,USA,Social Media,40,5,1
session_556,user_2821,2025-05-26 03:39:02,checkout,Mobile,USA,Social Media,80,5,1
session_556,user_2821,2025-05-26 03:39:22,confirmation,Mobile,USA,Social Media,20,0,1
session_557,user_1558,2025-03-10 12:46:38,home,Mobile,Australia,Email,101,0,0
session_557,user_1558,2025-03-10 12:48:29,product_page,Mobile,Australia,Email,111,0,0
session_558,user_1682,2025-01-02 14:49:53,home,Mobile,France,Social Media,53,0,0
session_558,user_1682,2025-01-02 14:52:31,product_page,Mobile,France,Social Media,158,2,0
session_559,user_1708,2025-03-18 23:26:16,home,Mobile,UK,Social Media,148,0,1
session_559,user_1708,2025-03-18 23:26:38,product_page,Mobile,UK,Social Media,22,0,1
session_559,user_1708,2025-03-18 23:28:13,cart,Mobile,UK,Social Media,95,0,1
session_559,user_1708,2025-03-18 23:30:29,checkout,Mobile,UK,Social Media,136,3,1
session_559,user_1708,2025-03-18 23:31:18,confirmation,Mobile,UK,Social Media,49,0,1
session_560,user_2693,2025-08-17 11:08:26,home,Desktop,UK,Email,72,0,0
session_561,user_1700,2025-05-24 21:06:19,home,Mobile,Canada,Email,157,0,0
session_561,user_1700,2025-05-24 21:07:03,product_page,Mobile,Canada,Email,44,0,0
session_562,user_2952,2025-03-11 21:45:48,home,Mobile,France,Email,142,0,0
session_562,user_2952,2025-03-11 21:46:30,product_page,Mobile,France,Email,42,4,0
session_562,user_2952,2025-03-11 21:48:14,cart,Mobile,France,Email,104,4,0
session_563,user_1310,2025-05-03 02:39:49,home,Desktop,USA,Email,91,0,0
session_563,user_1310,2025-05-03 02:42:25,product_page,Desktop,USA,Email,156,0,0
session_564,user_1600,2025-02-09 16:23:23,home,Tablet,USA,Direct,161,0,0
session_565,user_1338,2025-08-08 12:32:06,home,Desktop,Canada,Social Media,90,0,0
session_566,user_1366,2025-06-02 12:57:16,home,Mobile,UK,Google,108,0,1
session_566,user_1366,2025-06-02 13:00:16,product_page,Mobile,UK,Google,180,0,1
session_566,user_1366,2025-06-02 13:00:58,cart,Mobile,UK,Google,42,2,1
session_566,user_1366,2025-06-02 13:02:13,checkout,Mobile,UK,Google,75,2,1
session_566,user_1366,2025-06-02 13:04:22,confirmation,Mobile,UK,Google,129,0,1
session_567,user_1454,2025-08-19 00:30:56,home,Tablet,Australia,Direct,98,0,0
session_568,user_2041,2025-03-19 05:41:02,home,Tablet,Germany,Direct,169,0,0
session_569,user_1993,2025-05-25 18:52:02,home,Desktop,Canada,Social Media,147,0,0
